,0
load,9
flatten,5
apply,5
to_float,3
to_int32,2
softmax_cross_entropy_with_logits,1
tf_record_iterator,1
py_func,1
sparse_to_dense,3
parallel_interleave,2
make_one_shot_iterator,2
batch,1
is_gpu_available,1
max_pooling2d,1
dense,1
batch_normalization,1
map_and_batch,1
