,deprecated,new,p-value
0,0.14835667610168457,0.15188375115394592,0.23102595826139985
1,0.14649635553359985,0.14916490018367767,0.23102595826139985
2,0.15405958890914917,0.14721645414829254,0.23102595826139985
3,0.14960739016532898,0.15083803236484528,0.23102595826139985
4,0.14862371981143951,0.16845594346523285,0.23102595826139985
5,0.14695970714092255,0.15525531768798828,0.23102595826139985
6,0.14951154589653015,0.15545624494552612,0.23102595826139985
7,0.14707593619823456,0.15796595811843872,0.23102595826139985
8,0.1564287692308426,0.1513921618461609,0.23102595826139985
9,0.1518382579088211,0.15208885073661804,0.23102595826139985
10,0.14996685087680817,0.1489388793706894,0.23102595826139985
11,0.0,0.1508522927761078,0.23102595826139985
12,0.14785054326057434,0.14774683117866516,0.23102595826139985
13,0.15270335972309113,0.14617246389389038,0.23102595826139985
14,0.1558372974395752,0.14860880374908447,0.23102595826139985
15,0.15454943478107452,0.149816632270813,0.23102595826139985
16,0.14353856444358826,0.15276314318180084,0.23102595826139985
17,0.1556447297334671,0.14799444377422333,0.23102595826139985
18,0.14821815490722656,0.15597003698349,0.23102595826139985
19,0.14264324307441711,0.14998191595077515,0.23102595826139985
