,deprecated,new,p-value
0,0.11388221383094788,0.19921875,0.7460507824872122
1,0.13321314752101898,0.13351361453533173,0.7460507824872122
2,0.10126201808452606,0.2159455120563507,0.7460507824872122
3,0.2029246836900711,0.23337340354919434,0.7460507824872122
4,0.2600160241127014,0.09214743226766586,0.7460507824872122
5,0.2423878163099289,0.14142628014087677,0.7460507824872122
6,0.1772836595773697,0.12019230425357819,0.7460507824872122
7,0.22576121985912323,0.09525240212678909,0.7460507824872122
8,0.11698717623949051,0.18169070780277252,0.7460507824872122
9,0.14503204822540283,0.13711939752101898,0.7460507824872122
10,0.17227564752101898,0.25200319290161133,0.7460507824872122
11,0.22105368971824646,0.18559695780277252,0.7460507824872122
12,0.1369190663099289,0.18960335850715637,0.7460507824872122
13,0.10556890815496445,0.10056089609861374,0.7460507824872122
14,0.10586939007043839,0.10046073794364929,0.7460507824872122
15,0.15434695780277252,0.17828525602817535,0.7460507824872122
16,0.10226362198591232,0.23096954822540283,0.7460507824872122
17,0.13201121985912323,0.22055289149284363,0.7460507824872122
18,0.14453125,0.12459935992956161,0.7460507824872122
19,0.23257210850715637,0.20062099397182465,0.7460507824872122
