,deprecated,new,p-value
0,0.2430557,0.2404022,0.5100539072855359
1,0.2237536,0.2409482,0.5100539072855359
2,0.2426143,0.2211731,0.5100539072855359
3,0.2317489,0.2256335,0.5100539072855359
4,0.2389569,0.223148,0.5100539072855359
5,0.2274259,0.2304632,0.5100539072855359
6,0.2242593,0.2283025,0.5100539072855359
7,0.2330458,0.239616,0.5100539072855359
8,0.2349538,0.2403918,0.5100539072855359
9,0.2291402,0.2304355,0.5100539072855359
10,0.2414008,0.2384851,0.5100539072855359
11,0.2267726,0.228389,0.5100539072855359
12,0.2281068,0.2327705,0.5100539072855359
13,0.2233674,0.226212,0.5100539072855359
14,0.2272428,0.2266752,0.5100539072855359
15,0.2247586,0.2281488,0.5100539072855359
16,0.2338677,0.2332479,0.5100539072855359
17,0.2247115,0.240236,0.5100539072855359
18,0.2336314,0.2373638,0.5100539072855359
19,0.2275869,0.2353312,0.5100539072855359
