,deprecated,new,final
0,4.369276,5.046785,4.943312846153846
1,5.033012,5.371555,4.7941625384615385
2,4.61923,4.958549,"T-test    0.335317
Name: p-val, dtype: float64"
3,4.915724,4.6925,"T-test    0.385643
Name: cohen-d, dtype: float64"
4,4.984673,4.083519,0
5,5.23834,4.866613,0
6,4.296902,5.141459,0
7,4.442867,4.771397,0
8,5.410673,4.74903,0
9,5.188035,4.524289,0
10,5.305061,5.188148,0
11,5.226174,4.075378,0
12,5.2331,4.854891,0
