,deprecated,new,final
0,4.369276,4.803209,4.943312846153846
1,5.033012,4.919764,4.891359153846153
2,4.61923,3.684564,"T-test    0.774351
Name: p-val, dtype: float64"
3,4.915724,5.394386,"T-test    0.113725
Name: cohen-d, dtype: float64"
4,4.984673,4.874354,0
5,5.23834,4.263735,0
6,4.296902,5.274792,0
7,4.442867,4.989605,0
8,5.410673,5.29193,0
9,5.188035,5.318608,0
10,5.305061,5.140995,0
11,5.226174,5.340119,0
12,5.2331,4.291608,0
